model num,web,"theta(0,0)","theta(0,1)","theta(0,2)","theta(0,3)","theta(1,0)","theta(1,1)","theta(1,2)","theta(1,3)",fibers,seed,iso
13979,2.264747602,163.2449408,0.258586565,178.2646461,133.1526796,100.3722238,56.91046677,118.6400083,123.0287713,TRUE,0.5,0.702499821
13980,2.457026926,1.505517775,155.5021737,124.159335,76.61937517,123.9872184,86.21884991,154.3060125,155.0449914,TRUE,0.5,0.261605665
13981,1.280556113,130.8898062,174.9392634,166.3860967,91.84060211,77.32868666,113.5743291,60.41446831,3.663040818,TRUE,0.5,0.255977319
13982,1.697856818,62.98304132,66.41155776,139.8431881,18.11205117,121.6082662,15.25116141,106.9018814,114.4311857,TRUE,0.5,0.609091039
13983,2.734147607,27.84041033,38.88278594,143.7412763,63.39588856,21.72870541,45.66007587,175.3663075,106.0348423,TRUE,0.5,0.732831459
13984,2.002739544,37.37543771,12.61310871,163.0742597,59.56716293,41.13461807,38.65263358,33.94360636,156.4387773,TRUE,0.5,0.253479939
13985,2.686209298,176.52523,134.4679854,79.82313468,31.36881398,69.94879806,81.64690454,83.29949698,118.2619093,TRUE,0.5,0.341938404
13986,1.133189172,156.6528698,80.42959206,60.78754817,179.1300829,119.8862579,139.912553,48.3538095,9.648244321,TRUE,0.5,0.345741751
13987,2.27383437,159.8382734,85.99620331,160.1874575,166.0151566,164.8313695,139.1763507,50.52754132,81.46727619,TRUE,0.5,0.412714682
13988,2.83040214,88.9652106,52.65121588,166.1043506,12.26651336,175.5112487,109.0665524,77.49018271,2.465215466,TRUE,0.5,0.482559149
13989,1.948027322,8.7966911,170.3779363,139.4193997,3.153488501,45.54981682,55.18810039,122.0991814,41.66105663,TRUE,0.5,0.413853602
13990,2.348478843,86.10731839,58.05292979,147.3359952,68.08755153,145.1590252,112.4386948,161.8762341,110.1113422,TRUE,0.5,0.369334089
13991,2.98507981,167.557118,11.68333981,88.2718191,164.7665955,132.7179305,50.13876237,89.94885732,112.1671322,TRUE,0.5,0.375866955
13992,2.166728701,20.38392671,22.45277799,16.35197917,78.04466139,78.82447055,116.8453863,16.14874453,179.7356345,TRUE,0.5,0.641111797
13993,2.418947896,101.2265904,77.06165178,4.587511624,136.8214074,139.5837417,4.162098122,153.543753,7.997237967,TRUE,0.5,0.503857415
13994,2.563213888,140.6719502,94.18949197,82.12573348,28.15262978,80.47590335,37.50307291,13.04550311,69.18445745,TRUE,0.5,0.43492088
13995,1.56034095,5.932248236,75.25020889,17.53507015,16.13190828,167.9898679,147.0919967,49.03122198,58.78673879,TRUE,0.5,0.303245625
13996,1.227368765,53.22622919,51.31788333,74.81770576,45.4348509,131.0657129,148.3310724,47.46512108,117.2556563,TRUE,0.5,0.331853819
13997,2.617182348,157.8185346,141.0293696,133.7786975,98.9876872,134.2452037,179.2431569,38.67173506,178.0327194,TRUE,0.5,0.533142071
13998,2.283555947,15.60654035,28.70863073,66.95399162,46.25622729,95.98235536,173.6657878,166.6500034,97.12868709,TRUE,0.5,0.288348438
13999,2.571581402,91.75661466,70.65374801,94.15314868,100.4853926,109.8811784,43.16207605,32.45776149,70.81031967,TRUE,0.5,0.627103254
14000,2.150118337,61.87968475,41.92921894,80.43267311,150.4162017,64.87716209,90.57342396,117.5203675,68.69859281,TRUE,0.5,0.358886784
14001,2.477093983,95.23315517,61.46841559,174.5475737,168.3036969,138.3992057,5.622313741,10.31076059,32.91278623,TRUE,0.5,0.588228326
14002,2.742795713,25.08989426,118.7737896,10.44205718,155.3269651,170.9716244,31.40133333,40.2173952,93.92519072,TRUE,0.5,0.464182511
14003,2.429904924,97.61108831,131.1275239,98.43792364,147.7346413,131.9624612,70.32982778,35.1187724,151.1597828,TRUE,0.5,0.365897524
14004,1.715438887,29.88697046,175.8072093,77.10062413,34.11935153,96.41706899,37.83516653,104.5107026,12.04337459,TRUE,0.5,0.344243158
14005,1.495256686,168.6145662,159.3906337,62.06219325,109.5435484,105.0092826,120.7789684,69.57917827,122.4553775,TRUE,0.5,0.57758242
14006,1.741788203,75.78388929,55.09790737,62.61585472,10.20857503,12.55234683,39.6545915,84.72036221,174.1421653,TRUE,0.5,0.622323973
14007,2.030149542,179.0194158,7.972791456,27.74452031,48.99592641,49.78445452,6.362070306,131.5842887,34.67964039,TRUE,0.5,0.634627555
14008,2.289073241,13.63836908,78.27913971,46.2715251,70.80826252,21.00954699,174.7634496,175.8436439,176.8386358,TRUE,0.5,0.40548545
14009,1.6273249,71.54418374,40.61361377,73.23945565,152.1869167,2.578898952,60.67754477,156.4894845,92.67044001,TRUE,0.5,0.53880796
14010,2.559641995,61.29404131,24.35013453,57.18521254,170.9871992,107.1009242,66.0724141,16.53182166,117.6721785,TRUE,0.5,0.523704856
14011,2.118399048,77.14826016,171.0766308,32.32020238,163.8805185,37.10701324,6.613301742,149.5747011,19.56854063,TRUE,0.5,0.50138013
14012,1.722612489,174.4859213,104.8444724,171.6524181,2.114703297,116.8409068,0.562866143,31.77358307,10.36695652,TRUE,0.5,0.299001204
14013,2.942562844,135.4615269,158.6022274,112.2016843,81.4522254,136.993901,89.8926354,108.7898929,160.4065695,TRUE,0.5,0.281372868
14014,1.443816305,87.16060411,87.8463231,176.502353,145.3201684,164.1223859,168.6189611,19.08499882,90.13260203,TRUE,0.5,0.654439373
14015,1.152411962,60.14911858,141.6849927,136.8080702,84.37859499,102.9424035,147.8139081,21.72088895,6.27389773,TRUE,0.5,0.287377411
14016,1.545061446,100.7327764,17.11143168,77.80163683,121.1502481,1.916900183,67.39971121,66.44974814,61.48383916,TRUE,0.5,0.684681842
14017,2.858568547,154.2484866,40.99430085,99.43468242,56.10915093,126.3198232,77.06557877,96.92387515,42.53701637,TRUE,0.5,0.38179639
14018,2.241550384,119.5194155,83.81146969,153.0656138,79.0045136,42.30836255,79.19209185,58.72471445,157.2304873,TRUE,0.5,0.613064299
14019,2.66291881,31.29838543,123.2583829,40.89578109,95.19138209,134.5792995,150.6423244,141.8291256,170.3232595,TRUE,0.5,0.323184514
14020,2.890181523,112.6167071,65.98602561,8.228860141,175.066659,91.0714523,58.63745911,147.7589891,90.96242105,TRUE,0.5,0.42271708
14021,2.087411917,134.1434762,90.00087387,27.44166528,144.2991273,115.0525118,52.87052752,21.39396016,80.2145571,TRUE,0.5,0.593842116
14022,1.53751845,54.27832242,64.47589461,51.5956493,135.7565902,168.2513414,75.61784505,49.96108111,13.86886969,TRUE,0.5,0.488201259
14023,1.834119869,32.80272475,115.1586199,122.8549098,106.4740085,130.7335479,158.9987141,100.6501598,150.1911164,TRUE,0.5,0.64741296
14024,1.857613073,76.68520327,59.75957573,159.5295035,45.76272492,5.891600558,98.43257481,94.39867186,103.6420453,TRUE,0.5,0.494171417
14025,2.910420133,92.66670689,97.69925073,146.12657,174.3623122,145.7392858,58.93952665,82.47736752,99.46183327,TRUE,0.5,0.544859382
14026,1.208848701,28.25166942,113.0832854,131.6134089,77.27271258,92.94058033,27.20616955,79.56741418,143.9345646,TRUE,0.5,0.338586306
14027,2.792515824,134.5219898,37.78434358,67.40289156,178.0886731,171.300791,1.491020626,45.70428943,154.3432175,TRUE,0.5,0.311387256
14028,1.242340351,136.4995357,20.92450097,149.2117536,153.0330409,97.18474571,50.87622526,71.48127804,155.6423266,TRUE,0.5,0.317993978
14029,2.866124117,108.7034558,151.9191416,91.185097,155.4273883,119.3044862,58.14463147,116.5254132,115.1215642,TRUE,0.5,0.580103005
14030,1.903267214,137.931984,162.0095933,91.24032248,23.47499511,166.0476752,41.50052893,4.228357216,18.7664556,TRUE,0.5,0.550301889
14031,1.052753712,148.4400051,67.8034794,74.13636032,133.5823553,36.09583913,13.55589883,83.75300891,161.0126865,TRUE,0.5,0.429059784
14032,2.191016556,128.1492908,18.38930755,15.81977128,36.26107639,85.18411068,157.952682,68.42172161,111.2823598,TRUE,0.5,0.746616647
14033,1.674104227,1.864124199,107.4069616,154.5646827,29.98847306,101.5536146,118.7066432,103.3953781,78.2948327,TRUE,0.5,0.699951092
14034,2.605418427,110.2925107,12.29296228,48.81047785,161.4212172,148.903962,127.0660404,85.92007659,169.046557,TRUE,0.5,0.264721214
14035,2.363607706,102.1275446,58.29428628,89.39656579,178.5854288,20.45213799,22.35973794,133.6637574,60.08357874,TRUE,0.5,0.66198971
14036,2.999219309,26.45330285,140.1892591,143.8835135,128.1651839,133.5987206,114.7664848,179.9997656,179.9992585,TRUE,0.5,0.2504
14037,1,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,TRUE,0.5,0.75
14038,3,0.001,0.001,0.001,141.8,0.001,0.001,126.6,0.001,TRUE,0.5,0.25
14039,2.99,78.73,64.21,69.6,156.2,69.4,179.99,85.86,133,TRUE,0.5,0.252
14040,1.02,142.3,38.7,133.2,40.7,140,136.65,137.6,49.66,TRUE,0.5,0.358
14041,1.5824136459775118,25.633994073527916,59.57164299148748,68.16807129932302,46.044579380244826,99.47598031429656,71.05744427252331,56.719144673139894,154.99329315497926,TRUE,0.5,0.3172423571324311
14042,1.598221985855199,41.46996374088032,118.84978372777627,137.66423272912363,9.413551127197538,70.89058899852763,172.3196789139036,172.06995582547344,156.88369308451118,TRUE,0.5,0.6846317394315098
14043,1.961456912346534,119.41317100028597,134.94793295891665,100.07801994810993,136.62533886338218,11.826487015807865,114.69686806073993,147.216110994455,176.5579595904246,TRUE,0.5,0.5152746881528771
14044,1.6492276491410027,151.47050927668695,106.70309740884392,99.01774233050067,160.86177452997424,168.97010409342295,166.18469951748554,53.78793915048213,147.05269718627414,TRUE,0.5,0.5465425523141401
14045,2.9418393413108452,98.36110582196815,37.875146076929006,65.21409911678532,38.7310407468863,166.90023281245718,107.12510157565723,66.81144125451696,160.0639614836816,TRUE,0.5,0.3944390446336574
14046,2.9680604194849156,85.0100036428189,73.44933777258804,133.32745709154392,158.90986796938938,57.568927155160445,63.17085065087939,17.660819274394573,99.93610804695925,TRUE,0.5,0.3453433945202561
14047,1.0893546118889967,177.92868849993138,7.532700159308315,118.14047046904405,16.609538421148656,16.23350824192987,85.22859185157002,125.30778189016802,95.95106093102021,TRUE,0.5,0.37255125638509445
14048,2.9506492298109808,29.509822973507877,124.74846545643648,73.98396392467392,103.05224211158949,41.25673983833069,30.600980948171518,21.177139146512772,133.98374879698568,TRUE,0.5,0.6172993823651944
14049,1.0569465122809694,33.64179944306715,121.12625717941157,143.9077815556705,172.9164535663042,104.69106762644702,116.5904381802471,54.611725801721775,170.90582898870684,TRUE,0.5,0.35346841467534457
14050,2.949254099703732,39.816089767153365,170.85260562086003,150.3159502974516,109.95889023127198,32.82177778155278,64.23143052830856,161.57532976546568,13.854010463238415,TRUE,0.5,0.7024518790530234
14051,2.997594505461538,110.13348662192747,28.011670957730633,67.63227517400409,150.82185557040614,32.2219450288953,69.2485172431532,22.40178333405466,174.44422348922205,TRUE,0.5,0.4888685201057492
14052,1.7430362281353666,58.857144932124754,72.79825638963919,33.131832910002274,100.29533385767013,16.40531214467349,176.71195187418868,11.488497934862218,37.98822647485928,TRUE,0.5,0.4916394083071417
14053,1.5475603452330482,132.03830705277284,86.15867004835503,140.5486089962847,25.68180806804701,173.0080793581814,123.63993359335029,123.11516467592705,164.33344793597973,TRUE,0.5,0.4591070290314583
14054,2.414743618608428,51.73097862914796,58.834583864748,36.12702530915555,127.44458469950688,87.05460272343667,74.66235477948146,86.37872745754895,93.74510369485442,TRUE,0.5,0.362935222232766
14055,2.6454842418283055,91.71122231964534,114.0385095337939,27.5514166449844,98.16060151754559,72.029667071334,121.89817986678814,43.03079529771698,68.96149427832376,TRUE,0.5,0.46731438193505426
14056,2.154469271015511,98.25925960329013,136.65629283580108,176.93229908588344,127.651411632326,83.50107712542851,53.39034106040329,25.480121046913112,29.29510319077566,TRUE,0.5,0.6297542757110286
14057,2.0311151495667277,2.093231307980741,179.29663812539474,46.95361191488396,150.19519107614758,89.22259627387726,145.77171286729467,148.8389010356806,117.78935986788836,TRUE,0.5,0.5030376300146249
14058,2.2892480971612637,142.53897045152428,127.37918169251472,177.69234270576572,154.36466495314392,43.419149718024784,165.44374934160473,64.38751652300935,177.95489115525857,TRUE,0.5,0.44604086876675736
14059,1.290476068577371,52.38546483470239,132.70228238936815,179.32934563278198,178.2904866779684,7.217607026972919,8.45240327812082,154.5614356473642,142.2917305526973,TRUE,0.5,0.30554152163173437
14060,1.9508643698504802,102.83828572114555,20.703185195433413,165.86489281552082,122.11818725490208,59.09738641199155,33.76070772611703,155.81349945245145,28.141570653746935,TRUE,0.5,0.4626347871473514
14061,1.2158147057524422,83.33057874293945,79.57809687945625,60.48158564280493,166.61949813564195,50.492632790449555,146.21387798666524,3.3136237076183384,47.100309560181266,TRUE,0.5,0.5948148488797231
14062,1.686494191965858,61.221963086781145,105.2190792333835,43.421550512470795,100.74626296178616,89.51053585920668,109.25642990702237,152.79979676171024,69.96857314018358,TRUE,0.5,0.7409438959033712
14063,1.0148116163916008,101.46124025522184,7.186625394887361,131.9479873155575,56.143108125008595,150.33607656117496,109.88942248169873,141.44989475172977,137.37747486289098,TRUE,0.5,0.39607369906391643
14064,1.405593301041381,46.18781215472485,59.80899006785704,154.73232985332254,80.29071669829274,136.70220056932118,138.73091461472302,145.8196041602484,97.64633099160514,TRUE,0.5,0.528855643032115
14065,1.7513348812833065,50.61491461324819,22.82974296910117,151.16521336933454,48.119318156565164,179.48966897320688,52.520273347375806,25.959504935669454,163.04012560796147,TRUE,0.5,0.5856684090715796
14066,1.4463893099833607,145.03781416749166,176.62096424778397,171.8289226330727,31.326482270077285,111.66129215243157,52.931566085577344,145.4088055612316,171.23879464194022,TRUE,0.5,0.6331172361814197
14067,2.472255007738028,43.480335541851915,100.81414533273845,145.99093502059074,165.34803096007892,53.337781563526185,102.85128915477708,45.13260607163168,43.74834722805813,TRUE,0.5,0.7161762221633434
14068,1.466826410897888,150.83443966001084,96.90626210271571,142.9436304969834,64.99031941175159,166.07249646963203,31.929887179001415,41.04192242223797,106.432084339319,TRUE,0.5,0.6036660620347245
14069,1.4375954195837755,48.85859524631828,159.928973940622,158.87354834819604,61.36184355472596,97.64365981831664,3.7187395857653276,89.97305695388692,40.66677642841668,TRUE,0.5,0.3509633783936274
14070,2.6789446781772916,16.016591292797024,137.9933253529918,129.54911858091634,67.74694969210955,153.55229309209057,138.47828894925786,125.53567559700252,108.39500639104766,TRUE,0.5,0.5262711553007585
14071,1.808988670158274,148.43516022710017,139.9107579775004,72.06557116577856,63.74788778111116,53.5941893106459,27.795763024640717,98.66904317299075,92.90802522757801,TRUE,0.5,0.6715242599626299
14072,2.9337885740281977,3.091694714233389,129.55303874333646,128.49016607579014,41.37576779336963,11.550634787274472,92.89071941302197,24.055702448859485,150.84253316734006,TRUE,0.5,0.27145176359955064
14073,1.6239051997567042,88.20575290442306,168.05878476825362,147.0491875568369,58.93243216689804,170.39514501025056,34.5590074917081,167.47751655671954,76.69720002791925,TRUE,0.5,0.4258909395932111
14074,2.1014995933705753,115.27905215463319,152.85444130895596,33.902635302631495,85.38070790384828,5.542093469365278,96.4606638233011,38.50689406935431,16.487709494404385,TRUE,0.5,0.5981431963485497
14075,2.6148155088180873,147.94118834403696,130.4586882120799,29.73730987470935,174.9408236553861,78.54977410500399,150.43101686236486,94.74815400506765,57.93277817639236,TRUE,0.5,0.3697099857924982
14076,1.1951532535427156,46.86103472099532,48.927689951277046,40.52578405011205,27.46346327873481,158.382153150717,171.19954868155855,16.672213576045372,62.22904991296267,TRUE,0.5,0.6203352622384679
14077,1.9484535357003052,140.03497767182625,160.30471670202127,1.8160806740013788,88.86591119050706,108.56577650313062,150.89820436188276,131.3104538835863,171.57348701284434,TRUE,0.5,0.26901016439742287
14078,2.0711152536893254,124.05029672522919,18.49536398796568,109.56135551997176,27.227079688292505,91.5860256810285,139.20200283734758,25.691710902098034,2.554669729917673,TRUE,0.5,0.3885503510470467
14079,1.5841899558147057,67.56028197713029,99.36317486671342,66.47023649674499,149.70353318918166,164.7105957186875,34.66484179594227,168.71180839274612,84.06504400398863,TRUE,0.5,0.508882513678673
14080,1.2941117022027893,136.73173439819712,111.96586243850732,98.19531003836539,46.21265214333576,30.68204911007953,22.9235397914846,33.474158720042915,45.69218732840884,TRUE,0.5,0.3402425060133609
14081,2.1138260886314777,36.86087451086334,116.71046173742572,40.94848591869,82.10226430974232,165.03840216504219,86.66872231690739,43.62266379663875,34.677264464485546,TRUE,0.5,0.5795669607834188
14082,2.687902222293075,93.21107375967067,97.77770121899762,42.34586748193245,14.219167643828238,112.49026574054658,43.75911680507403,96.15553344629681,172.08987800720757,TRUE,0.5,0.6258352223056921
14083,1.9832323006134107,11.11372992286496,119.57945186712276,176.97165601224532,130.35050751825867,66.51000397813128,7.202330371442075,66.07746761685013,96.17680867482879,TRUE,0.5,0.25063815110633464
14084,1.0921258166181607,75.20988475917963,168.5376895279106,33.669399177624314,173.66254737092828,164.39466881696822,71.39978663015665,62.09703920795391,10.769756418142224,TRUE,0.5,0.2814265546049439
14085,2.345829075024983,101.89780829828898,114.69865946007853,12.853512831731628,141.38032226690586,68.73213157998326,57.805898858625966,99.24559354696008,15.839758901209816,TRUE,0.5,0.4213701898573513
14086,1.9461443254072677,87.4007815506371,36.925211885058566,9.844028027884269,135.26040725827394,108.4628489599364,52.566163280701105,157.0075961400834,74.64270483051276,TRUE,0.5,0.28816968190045555
14087,2.5210630013577653,74.0802490898499,90.0033353287339,141.5358190959686,113.9773745426073,159.58496224669724,32.24088749248197,103.9347661112501,46.60547799632935,TRUE,0.5,0.32142014262147495
14088,2.0174019036928965,78.13778295083183,123.84918742827064,83.3674889740212,156.29670848356045,137.5837312220958,6.750543185323232,40.206764133251546,126.64008306911572,TRUE,0.5,0.3664002272851492
14089,2.566028494166317,38.10422493042428,104.06549998694904,87.53055134456629,17.067141390632994,35.13313485979164,37.57274935058308,7.441936998681169,85.75654615382598,TRUE,0.5,0.5375483999079091
14090,2.9434374533955854,82.68571306342082,168.2905785691278,139.40634553775848,31.263295893645015,39.618251353557476,102.57044814598495,112.26342219832829,177.30585101835888,TRUE,0.5,0.3592899981819003
14091,1.0212438423138275,83.41130617420357,173.02423039897732,110.84629213993249,74.64796859345222,73.11106374467796,78.21582086892332,170.46849252844262,45.238639888281405,TRUE,0.5,0.5617627750825648
14092,2.260262121798501,103.73050251919558,139.1228243000285,28.100379233635625,27.20222655688439,126.84847198307094,64.67244283289176,29.013658265485613,6.216373255390554,TRUE,0.5,0.3773161371153501
14093,1.7721395023032778,103.49349227107788,110.8213951000451,120.14852709805724,158.16741548863402,5.365755097438676,55.10693924885562,63.1581072005136,112.62373717292161,TRUE,0.5,0.33606473375177176
14094,1.075388177045301,74.49448046712979,45.45173376749369,149.0323245497835,168.944668970848,24.338658776554663,124.50445178936472,160.79655468064206,5.413756663325529,TRUE,0.5,0.5180056706587284
14095,2.744223124269494,52.07052532380419,19.895120311702467,15.407159549183355,100.96376066266131,79.70039347320092,76.71322788199413,60.33321904917289,91.97397989091588,TRUE,0.5,0.534306512214997
14096,1.0031258684672142,168.76624688658347,123.63481449995459,76.78035805058606,72.41090129282621,66.77425095046387,27.69682917934281,37.97882289485598,19.714087471378047,TRUE,0.5,0.4566440399099698
14097,1.5626496498601017,17.070802126890072,32.271332210161894,135.89663548020522,163.93013924714884,29.075498522719144,148.2682600327263,1.6479890883160735,147.23199729800592,TRUE,0.5,0.6326110077726752
14098,2.4525456278926407,105.00683215348091,82.77119690231397,30.920257123783916,73.16108266142828,42.553475197645845,68.95822343363017,60.41625149327834,1.429445558097458,TRUE,0.5,0.2886055237215303
14099,1.6351112132617955,90.55288473673231,72.76619454527953,25.339542324647333,153.04696119801415,124.16132253187513,65.83872070798988,113.54758532132361,43.35534321762146,TRUE,0.5,0.444474842892286
14100,1.1497919430830679,18.388136460296366,120.47227303741313,159.94436210242108,54.94241511916876,0.920418428549879,17.115783930566266,172.59656919488395,103.33569846105206,TRUE,0.5,0.3112763865147384
14101,1.8899940276513612,124.37232238957374,34.382502435353956,42.73776620596178,42.63512575007599,7.7966427191728895,175.20574290819485,75.43893639464638,163.8955321315678,TRUE,0.5,0.49025626447951476
14102,2.1597368531465753,68.9363790672255,94.90467690355668,163.73682087195854,47.000368826000674,162.59145330553676,156.0217452261133,64.57424196878577,23.690785234161105,TRUE,0.5,0.4733540275414735
14103,2.053137758714204,106.13088561138906,132.89252784642733,159.14659405499978,135.9539336841738,56.274393660929,137.58551569580737,157.73427089300503,165.6922512292616,TRUE,0.5,0.6080923393199812
14104,1.2230159148555027,126.26953780363925,26.209692024588026,24.69149867540479,81.44734705793192,154.46920607408217,166.9352751033899,164.1150316619248,35.50075801192283,TRUE,0.5,0.3850266044296291
14105,2.416374489790149,133.19787403372095,42.573886507490265,143.59136232714246,145.83195725485814,63.24197649877834,29.885598850750334,22.262333900364748,59.38722972648393,TRUE,0.5,0.6398727631548562
14106,1.4033187214824263,159.23019538363806,62.47683624663555,93.25506698590245,66.57125344394917,83.66151603691621,162.95146386155113,11.81546030047884,175.50595688509355,TRUE,0.5,0.7225501020784169
14107,1.5427546373321759,36.624917386090445,34.90744958288319,111.83506818309434,107.30110650874866,164.31782516802244,0.8638165506845675,86.6493930001545,167.53781435817078,TRUE,0.5,0.5979829553590177
14108,2.1092917980018724,170.41371637677383,153.60581632677994,19.493588546337087,154.7742980528511,145.12798426820106,49.661668896819045,13.969004921974618,156.82318435696067,TRUE,0.5,0.5609389149117897
14109,2.9600287267738286,0.08865158626965475,107.47743721707958,114.29541565711258,153.28068146334374,174.43633122561926,33.93857378829061,106.72135148221686,7.759883595484223,TRUE,0.5,0.3163561373827185
14110,2.1300213370305343,112.58890443317884,109.73727227583224,6.755610395108307,1.9245788248455735,179.92342464345398,93.87562012871682,8.531316623112277,0.5267456535756488,TRUE,0.5,0.28878550109877626
14111,1.7337518402270224,71.51512482151703,164.995865952646,47.53966788680023,119.61075383695146,29.02341378658373,162.7463239276004,43.404033752713765,114.40020672514348,TRUE,0.5,0.25262009733880364
14112,2.857195963281466,143.7177875657237,161.13531602452554,86.9286063267233,66.32605130283491,105.48408159668895,52.24853043636097,30.266619030997955,120.67021926981823,TRUE,0.5,0.37130584390110144
14113,2.351698778589644,33.968813032387004,163.7254205453323,88.6814152851253,113.2640108453286,150.18188705888684,45.689199192823594,61.52596456547201,8.16053992016233,TRUE,0.5,0.3733460611366697
14114,2.785758433962319,159.76488666534826,101.9280314336344,175.61045093498782,78.97128481266581,52.61506960307612,50.10547854552412,12.614915592965774,127.81660834227502,TRUE,0.5,0.5995963250666057
14115,2.4728193808085095,48.20138489695195,162.89168212618523,98.03708197687544,84.04558961014564,13.651562234487704,21.150384303121935,100.29050646680095,138.85946353764382,TRUE,0.5,0.368326915222478
14116,1.3019052283898267,26.00500414981189,166.2705430444733,9.204338785896171,162.46696221147346,83.9237229637658,119.08444390145684,53.26110842049685,178.780304586453,TRUE,0.5,0.4798897455056611
14117,1.1794615871583187,52.90692871611285,160.36872087058,142.45261642998219,123.03988278978684,76.68936116135664,88.04646116932831,74.50808749137299,123.1496219570484,TRUE,0.5,0.7052482299099467
14118,1.8713180337135413,42.9330962671403,165.56641295251393,39.75644845806711,18.022936795307565,156.3350043297639,3.829609624121038,113.96462923990946,86.97698228095979,TRUE,0.5,0.39573543549425055
14119,1.3037472912220502,30.706750159117817,30.92239822507075,98.39856024113223,170.19754729409556,23.516727264590887,2.9985546820715108,169.63633625866234,24.662966625146442,TRUE,0.5,0.5998536994744381
14120,2.772809236893968,161.47662064160033,154.51558329036317,168.38581266901386,42.75022272822009,174.85619242456886,126.93291922458013,132.78289540506353,113.19285915310365,TRUE,0.5,0.4971178354248539
14121,1.1399349496277713,120.41189483823834,81.26746922564263,160.35666414012485,25.19900600231454,40.14076749854371,151.27801616739524,42.816236633590485,169.55335563649354,TRUE,0.5,0.5453212399919132
14122,2.0314389715398184,159.0678095418233,23.240969118144097,72.22448247571161,173.20393912382048,120.72509891450358,34.52167787616714,179.85680938516188,2.931564340074584,TRUE,0.5,0.5840951121856255
14123,1.7746342950974396,154.91720586406151,82.0259808420416,57.33753025573967,18.249047395720797,99.33208769428987,103.11075592209666,156.3711570073688,25.131717837273023,TRUE,0.5,0.6624975591440705
14124,2.8232544506307473,46.34444892256898,64.66018337013638,90.76678181679569,161.4070972821142,52.857774382315455,175.31429628571493,40.619421041673135,76.45867894081857,TRUE,0.5,0.5213223381479702
14125,2.5877056750897105,159.4450046117421,51.15691655392565,69.1350678136977,12.872928967648562,117.41096764477555,100.47175270170865,165.75470073834038,73.9004313482328,TRUE,0.5,0.5206746065298531
14126,1.8164261237878145,82.05227747542246,177.93760385791524,95.49215627360304,111.50072450163708,156.07903193084942,139.85033965769108,19.56394152424837,20.53392998964254,TRUE,0.5,0.3933255093790975
14127,1.0670698386204711,165.83729376341563,61.88998021178868,167.4706610620885,32.901733967711806,113.94578312439334,116.8749000952449,35.094038301081945,86.78083399915448,TRUE,0.5,0.28236879182637764
14128,1.1446686358067752,73.15444786794593,146.41688639406925,21.934975768700113,153.4712001545487,43.784762987542486,110.93304734255918,45.88142033089187,48.00630497556805,TRUE,0.5,0.43144301364758736
14129,2.8699664740254986,128.94140551427057,174.04119994290377,178.47874637770215,130.49588230459884,130.03401044852473,73.53211978899598,6.364886495051495,67.69865584951701,TRUE,0.5,0.41841840716969536
14130,2.4956250893385734,78.65484263193751,81.93092049743035,98.67872104258669,75.16958914407077,90.77375505610252,111.12258866109933,135.14357427592776,53.918869641947644,TRUE,0.5,0.6207861600409614
14131,1.8397308905819414,64.9358389519299,132.33726642565352,96.82337545025966,39.90129299197658,50.70817048020916,127.04525013064608,103.46426838879842,169.99934942872,TRUE,0.5,0.46182541851822134
14132,1.919904228586792,76.19781479834577,52.156073437241126,50.28596119970911,168.01699968889162,142.66604018842838,95.92482725734499,31.64822342911692,18.149407541023088,TRUE,0.5,0.6985026041952838
14133,2.8588586909991656,162.58728052906082,142.81045316659802,28.788760089379632,138.88931731285618,127.59621201945299,126.35987185144485,84.82239780464886,163.48070241154124,TRUE,0.5,0.7204864787933811
14134,2.4892181148279793,101.1660088337243,125.45132833786307,38.59827870831567,79.71883473095743,18.98194890537418,85.85300044267798,106.98181206128788,100.3180029422876,TRUE,0.5,0.6853037871297892
14135,1.063409796590518,52.48808034856058,137.8030194784289,103.00480923663598,68.3870704762619,110.81742495048067,177.95599464710014,157.45618546318644,96.74430349825717,TRUE,0.5,0.3634210655167854
14136,2.874595519607316,105.30203386926156,109.45802190098402,176.08991085122838,21.755839464842396,58.43944726035987,153.02846709907666,168.31013426427955,85.60826768207012,TRUE,0.5,0.6188545551327715
14137,2.3621202734153988,77.38536154012012,28.06668023931851,178.56063912517033,125.97458877303609,25.865549264100384,1.0112536516901336,176.47539721458213,93.36295652803838,TRUE,0.5,0.7494917289934234
14138,1.0342725999496025,127.89354287563613,166.936079163476,134.60650932269718,61.02374302762026,105.69207378726638,8.891569315631662,32.87949308100655,25.949051569063464,TRUE,0.5,0.5738140038304267
14139,1.6449530430824453,84.22251202170906,98.95681573021929,52.9969196099256,12.053082422455178,92.7288473043142,36.4217891027884,149.8209763509292,170.4250053930004,TRUE,0.5,0.40946450634253834
14140,1.9852755692619881,140.14411160025065,167.3062774324391,137.71559215118734,91.82505400203267,121.9418453237806,9.040813436439931,60.25869036700006,124.42656989504455,TRUE,0.5,0.713040825572071
14141,1.2850137925657226,8.266311633496887,170.28331743547795,85.13646037426857,156.95700479974687,28.13660422106311,159.38816851296323,141.87035411040958,26.564050965386123,TRUE,0.5,0.5914750515731684
14142,2.433975407595559,135.2588600381415,25.181116678687214,37.150693780027254,41.80193331958967,60.83393858864351,78.93358170399311,37.50512431444653,158.60099236278188,TRUE,0.5,0.49051431783036903
